,term,frq_pre,frq_post,diff
777,historische,8.382510729613734e-05,5.218593849887148e-05,-3.163916879726586e-05
767,sprach,8.382510729613734e-05,5.218593849887148e-05,-3.163916879726586e-05
814,tiefe,8.382510729613734e-05,5.218593849887148e-05,-3.163916879726586e-05
806,hart,8.382510729613734e-05,5.218593849887148e-05,-3.163916879726586e-05
1361,bereiche,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1363,wirksam,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1558,fiel,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1206,zugehörigkeit,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1371,glücklichen,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1198,herrschaft,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1543,beugen,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1210,italienisch,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1255,geschick,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1539,abhängigkeiten,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1536,herrn,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1209,annahme,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1568,hoffnungen,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1197,eröffnet,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1532,knechtschaft,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1286,zurückblicken,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1295,föderalistischen,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1298,zuweilen,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1311,gestatten,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1313,drang,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1283,stimme,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1319,geographischen,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1185,grosszügigkeit,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1189,grundstein,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1192,sympathie,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1597,schmieden,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1193,e,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1590,brüder,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1341,anzupassen,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1579,geopfert,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1354,stimmrecht,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1214,absolut,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1216,geschenk,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1383,weisen,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1237,verzicht,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1401,arbeitslosen,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1489,hass,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1404,enge,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1406,rütlischwur,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1487,gegenseitiger,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1493,verfügt,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1524,dichter,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1467,geistes,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1463,harmonisch,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1224,september,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1228,festes,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1455,umfasst,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1231,ausmachen,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1478,rufe,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1499,verwirklichung,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1484,fakten,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1239,lindern,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1502,weist,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1521,zwang,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1515,wirkung,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1387,besonderer,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
1504,stolze,5.02950643776824e-05,1.9569726937076806e-05,-3.07253374406056e-05
367,schützen,0.00016765021459227468,0.00013698808855953763,-3.066212603273705e-05
356,aufs,0.00016765021459227468,0.00013698808855953763,-3.066212603273705e-05
178,bringen,0.00028500536480686697,0.00025440645018199844,-3.0598914624868525e-05
500,hoffnung,0.00013412017167381974,0.00010437187699774296,-2.974829467607678e-05
210,verschiedenen,0.000251475321888412,0.00022179023862020379,-2.9685083268208217e-05
712,anerkennung,0.0001005901287553648,7.175566543594828e-05,-2.8834463319416526e-05
671,mass,0.0001005901287553648,7.175566543594828e-05,-2.8834463319416526e-05
650,aktiv,0.0001005901287553648,7.175566543594828e-05,-2.8834463319416526e-05
25,bürger,0.0008047210300429185,0.0007762658351707132,-2.8455194872205217e-05
1130,grunde,6.706008583690987e-05,3.913945387415361e-05,-2.792063196275626e-05
995,bedürfnisse,6.706008583690987e-05,3.913945387415361e-05,-2.792063196275626e-05
965,reform,6.706008583690987e-05,3.913945387415361e-05,-2.792063196275626e-05
1157,arglist,6.706008583690987e-05,3.913945387415361e-05,-2.792063196275626e-05
1142,zeitalter,6.706008583690987e-05,3.913945387415361e-05,-2.792063196275626e-05
1150,verschont,6.706008583690987e-05,3.913945387415361e-05,-2.792063196275626e-05
1093,wirken,6.706008583690987e-05,3.913945387415361e-05,-2.792063196275626e-05
1030,gewicht,6.706008583690987e-05,3.913945387415361e-05,-2.792063196275626e-05
1128,gelangen,6.706008583690987e-05,3.913945387415361e-05,-2.792063196275626e-05
1019,wahre,6.706008583690987e-05,3.913945387415361e-05,-2.792063196275626e-05
1099,suche,6.706008583690987e-05,3.913945387415361e-05,-2.792063196275626e-05
1026,eingehen,6.706008583690987e-05,3.913945387415361e-05,-2.792063196275626e-05
1068,schweizerischer,6.706008583690987e-05,3.913945387415361e-05,-2.792063196275626e-05
1070,unbehagen,6.706008583690987e-05,3.913945387415361e-05,-2.792063196275626e-05
937,fordern,6.706008583690987e-05,3.913945387415361e-05,-2.792063196275626e-05
1056,entscheidet,6.706008583690987e-05,3.913945387415361e-05,-2.792063196275626e-05
1077,worte,6.706008583690987e-05,3.913945387415361e-05,-2.792063196275626e-05
1025,anforderungen,6.706008583690987e-05,3.913945387415361e-05,-2.792063196275626e-05
322,suchen,0.00018441523605150216,0.00015655781549661445,-2.785742055488771e-05
2260,arbeitgebern,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2241,ergriffen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2258,anzuerkennen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2248,ausspricht,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2294,harmonie,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2256,dankes,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2242,mahnt,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2299,bezeichnen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2313,christlichen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2302,berechnung,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2312,entbehrungen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2243,zusammenzuhalten,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2334,blicke,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2311,zeitpunkt,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2342,schlussstein,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2316,abgelöst,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2292,gewehr,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2338,aktion,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2340,trat,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2262,gehalten,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2339,rudolf,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2238,geschäft,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2264,geschimpft,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2266,wesentliches,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2249,wolle,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2267,ausrichten,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2235,verjagt,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2245,enthalten,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2259,mitarbeiter,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2323,gegenseitigem,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2321,mächtige,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2276,unterordnung,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2277,sonderinteressen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2281,referendums,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2286,angeschlossen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2318,zerstört,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2288,einzumischen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2268,versprochen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2250,unbestritten,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1790,fair,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2231,überlieferung,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1935,empfindet,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1933,kleinheit,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1927,sachfragen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1923,humanitärer,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1662,entsprechenden,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1665,wirklichen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1678,ausbeutung,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1660,multikulturalität,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1683,wahrlich,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1902,deutlicher,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1900,mitzuhelfen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1690,funktion,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1895,geschaffenen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1891,urner,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1890,falsches,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1692,veränderten,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1684,vollzogen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1889,hunderte,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1657,bildete,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1655,schmerz,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1966,ungleichheiten,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1959,allianz,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1958,nahezu,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1957,gültigkeit,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1954,beten,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1951,verkümmern,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1949,gebrauch,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1656,schweizerisch,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1947,ehrliche,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1618,bindungen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1631,formulierte,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1637,verfallen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1942,verstand,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1643,stiessen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1938,mehrsprachige,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1654,bezahlt,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1613,gewandelt,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1967,vermehrte,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1887,entfliehen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1881,nutzung,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1748,fassen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1751,nützt,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1831,tor,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1764,weichenstellungen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1827,tür,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1826,beeinflussen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1770,teilzunehmen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1834,hervorgegangen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1822,selbstzufrieden,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1816,weitherum,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1814,gerechte,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1774,ungelösten,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1807,neigung,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1776,flüchtende,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1799,substanz,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1777,ungerechtigkeit,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1817,nachzugehen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1696,le,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1744,bestellt,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1736,illusion,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1697,abschluss,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1876,unterschiedlicher,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1875,gedenktag,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1706,sanierung,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1863,begrenzen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1708,anzugehen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1856,darstellen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1737,berufe,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1848,stimmberechtigten,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1709,unausweichlich,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1844,jüngeren,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1713,vorgeschlagen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1837,heftig,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1721,westschweiz,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1722,verbindungen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1723,anstrengen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1847,beschlüssen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2343,blatt,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1970,festlichen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1983,verteilen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2364,find,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2191,irgendein,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2365,bedingung,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2366,zersplitterung,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2181,erwachsen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2177,erweiterung,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2175,konstanten,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2362,bestreiten,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2171,ursprünglichen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2169,gewaltig,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2166,wachen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2165,menschenleben,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2163,verbrauch,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2158,stellten,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2157,gleichem,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1794,dingen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2170,verfassungsmässigen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2150,ergibt,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2196,mahnen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2360,genugtuung,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2228,respektierung,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2225,schwäche,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2224,wahrhaft,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2346,dachte,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2348,absoluten,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2219,bewirkt,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2216,atomenergie,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2197,frucht,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2215,anschliessen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2352,anfängen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2353,ungeachtet,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2206,füssen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2204,schicksals,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2203,erlahmen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2201,abhängen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2356,heldenmut,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2350,wehrmann,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1971,weilen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2137,patriotische,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2126,nachdenklichen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2033,festzustellen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2029,sicherlich,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2022,wechselfälle,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2016,schwächeren,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2006,mässigung,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2005,reife,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2004,besinnliche,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2044,einseitigen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2003,hilfsbereitschaft,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1996,gebildet,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1995,groll,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1994,freudiges,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1993,eidgenössisch,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1992,humanitäres,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1989,unterliegen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1987,kleinstaates,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
1998,zusammenführt,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2134,energien,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2050,tragenden,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2059,fremdem,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2113,sofern,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2111,provokation,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2109,hüter,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2108,ausgebaut,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2106,geschichtlichen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2099,vernichtung,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2098,erhellen,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2058,gestritten,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2094,stiften,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2082,element,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2076,befriedigung,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2075,gütern,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2073,starkem,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2071,teuerung,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2065,tiefes,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2061,berechtigung,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2093,stellenden,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2310,nunmehr,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
2309,lebensmitteln,3.3530042918454936e-05,6.523242312358935e-06,-2.7006800606096e-05
406,reden,0.00015088519313304722,0.00012394160393481977,-2.6943589198227455e-05
416,gebracht,0.00015088519313304722,0.00012394160393481977,-2.6943589198227455e-05
192,kantonen,0.0002682403433476395,0.00024135996555728058,-2.6880377790358906e-05
520,kantons,0.00011735515021459227,9.132539237302509e-05,-2.6029757841567188e-05
561,entscheide,0.00011735515021459227,9.132539237302509e-05,-2.6029757841567188e-05
536,meistern,0.00011735515021459227,9.132539237302509e-05,-2.6029757841567188e-05
829,richtung,8.382510729613734e-05,5.870918081123041e-05,-2.5115926484906927e-05
847,persönliche,8.382510729613734e-05,5.870918081123041e-05,-2.5115926484906927e-05
871,verstanden,8.382510729613734e-05,5.870918081123041e-05,-2.5115926484906927e-05
874,verdienen,8.382510729613734e-05,5.870918081123041e-05,-2.5115926484906927e-05
876,gegründet,8.382510729613734e-05,5.870918081123041e-05,-2.5115926484906927e-05
880,bedrohung,8.382510729613734e-05,5.870918081123041e-05,-2.5115926484906927e-05
770,jura,8.382510729613734e-05,5.870918081123041e-05,-2.5115926484906927e-05
763,gemeinsamer,8.382510729613734e-05,5.870918081123041e-05,-2.5115926484906927e-05
731,besondere,8.382510729613734e-05,5.870918081123041e-05,-2.5115926484906927e-05
744,tatsächlich,8.382510729613734e-05,5.870918081123041e-05,-2.5115926484906927e-05
754,revolution,8.382510729613734e-05,5.870918081123041e-05,-2.5115926484906927e-05
289,gestalten,0.0002011802575107296,0.00017612754243369124,-2.505271507703837e-05
265,verstehen,0.0002011802575107296,0.00017612754243369124,-2.505271507703837e-05
1450,blut,5.02950643776824e-05,2.609296924943574e-05,-2.4202095128246663e-05
1329,aktualität,5.02950643776824e-05,2.609296924943574e-05,-2.4202095128246663e-05
1418,bürgers,5.02950643776824e-05,2.609296924943574e-05,-2.4202095128246663e-05
1236,zusammenhält,5.02950643776824e-05,2.609296924943574e-05,-2.4202095128246663e-05
1308,ausdauer,5.02950643776824e-05,2.609296924943574e-05,-2.4202095128246663e-05
1232,erneuert,5.02950643776824e-05,2.609296924943574e-05,-2.4202095128246663e-05
1309,erreichte,5.02950643776824e-05,2.609296924943574e-05,-2.4202095128246663e-05
1293,begleiten,5.02950643776824e-05,2.609296924943574e-05,-2.4202095128246663e-05
1310,überleben,5.02950643776824e-05,2.609296924943574e-05,-2.4202095128246663e-05
1438,passt,5.02950643776824e-05,2.609296924943574e-05,-2.4202095128246663e-05
1220,gesamten,5.02950643776824e-05,2.609296924943574e-05,-2.4202095128246663e-05
1318,gleichheit,5.02950643776824e-05,2.609296924943574e-05,-2.4202095128246663e-05
1448,glückwünsche,5.02950643776824e-05,2.609296924943574e-05,-2.4202095128246663e-05
1451,lebensstandard,5.02950643776824e-05,2.609296924943574e-05,-2.4202095128246663e-05
1281,umwälzungen,5.02950643776824e-05,2.609296924943574e-05,-2.4202095128246663e-05
1410,interessiert,5.02950643776824e-05,2.609296924943574e-05,-2.4202095128246663e-05
